statecode,countycode,v082_flag_CT,v082_numerator,v082_denominator,v082_rawvalue,v082_cilow,v082_cihigh
00,000,,18090498,73337714,0.24667387369069071,0.2448785043300042,0.24846924305137724
01,000,,344018,1127781,0.30503971959094894,0.2980751937131647,0.3120042454687332
01,001,,3109,14025,0.22167557932263815,0.17085138298675778,0.2724997756585185
01,003,,9306,52110,0.1785837651122625,0.15394449813404,0.20322303209048503
01,005,,2546,5090,0.500196463654224,0.42860613573609296,0.571786791572355
01,007,,1514,4413,0.3430772716972581,0.2622426232939298,0.4239119201005864
01,009,,3247,13732,0.23645499563064376,0.18521102718108792,0.2876989640801996
01,011,,1385,2068,0.6697292069632496,0.5370998030766623,0.8023586108498368
01,013,,1863,4112,0.45306420233463035,0.3870154406370355,0.5191129640322252
01,015,,9190,24726,0.3716735420205452,0.3230989042528332,0.4202481797882572
01,017,,2766,7147,0.3870155309920246,0.29709715705053485,0.4769339049335144
01,019,,1149,4701,0.24441608168474793,0.18026950137551134,0.3085626619939845
01,021,,2156,11069,0.19477820941367785,0.14169556720678358,0.24786085162057211
01,023,,776,2443,0.3176422431436758,0.23026245194229272,0.40502203434505885
01,025,,1877,4850,0.3870103092783505,0.3028284684640286,0.4711921500926724
01,027,,659,2974,0.22158708809683927,0.14260063148187602,0.30057354471180253
01,029,,1060,3387,0.3129613227044582,0.18848822538172855,0.43743442002718785
01,031,,4077,13210,0.3086298258894777,0.25686569790325003,0.36039395387570533
01,033,,4197,12364,0.3394532513749596,0.2793757342994072,0.39953076845051194
01,035,,1094,2261,0.4838567005749668,0.3311250753934914,0.6365883257564422
01,037,,834,1795,0.4646239554317549,0.280249097536992,0.6489988133265178
01,039,,2787,8345,0.33397243858597964,0.26646685162924866,0.4014780255427106
01,041,,804,2987,0.26916638767994644,0.18726042692675954,0.35107234843313334
01,043,,4453,20277,0.2196084233367855,0.18112271383135764,0.2580941328422134
01,045,,3744,11561,0.3238474180434219,0.28429170627177414,0.3634031298150696
01,047,,5052,8637,0.5849253212921153,0.49934172794561454,0.6705089146386161
01,049,,3560,17351,0.20517549420782663,0.16269714573709243,0.24765384267856083
01,051,,5069,19304,0.2625880646498135,0.21587930047754494,0.30929682882208204
01,053,,2684,8302,0.3232955914237533,0.2473773456714528,0.3992138371760538
01,055,,7317,22491,0.32533013205282113,0.2831990127180783,0.36746125138756397
01,057,,954,3410,0.27976539589442817,0.21301321510338667,0.3465175766854697
01,059,,1644,8050,0.20422360248447205,0.14728742564643516,0.26115977932250894
01,061,,1691,5905,0.28636748518204913,0.19921365882825287,0.3735213115358454
01,063,,1162,1602,0.7253433208489388,0.5307184435932168,0.9199681981046608
01,065,,1633,3584,0.4556361607142857,0.31562058999374487,0.5956517314348265
01,067,,1345,3597,0.37392271337225463,0.29067705253992354,0.4571683742045857
01,069,,8442,24678,0.34208606856309265,0.31473285227445436,0.36943928485173094
01,071,,3052,11014,0.2771018703468313,0.2331648202907483,0.3210389204029143
01,073,,52386,152823,0.3427887163581398,0.3202043191989868,0.3653731135172928
01,075,,779,3030,0.2570957095709571,0.18177542656790213,0.3324159925740121
01,077,,4739,18538,0.2556370698025677,0.21174478014175477,0.29952935946338055
01,079,,1393,7240,0.19240331491712706,0.1315396392191873,0.2532669906150668
01,081,,9067,37899,0.23924114092720125,0.20630086980580983,0.2721814120485927
01,083,,4264,24641,0.17304492512479203,0.1256777885786844,0.22041206167089966
01,085,,1422,2158,0.6589434661723819,0.5606350472090045,0.7572518851357593
01,087,,1882,2833,0.6643134486410166,0.5763442634200301,0.7522826338620031
01,089,,21749,87637,0.24817143443979142,0.2273082922575625,0.26903457662202035
01,091,,1993,4154,0.47977852672123256,0.3919230627167859,0.5676339907256792
01,093,,1376,6153,0.22363074922801884,0.1546416328258216,0.2926198656302161
01,095,,7181,25915,0.2770982056723905,0.2274449096351122,0.3267515017096688
01,097,,34557,95798,0.36072778137330636,0.3349252843117018,0.3865302784349109
01,099,,1619,4101,0.3947817605462082,0.2648938645311216,0.5246696565612948
01,101,,24983,54260,0.46043125691116843,0.42301912003251096,0.4978433937898259
01,103,,7735,28853,0.26808304162478774,0.2230803165167173,0.3130857667328582
01,105,,1065,1709,0.6231714452896431,0.4678329588212111,0.778509931758075
01,107,,1760,3584,0.49107142857142855,0.4136825944896297,0.5684602626532274
01,109,,2736,6353,0.4306626790492681,0.36238459840715764,0.4989407596913785
01,111,,1357,4699,0.28878484783996594,0.20632552930540385,0.37124416637452806
01,113,,5036,14291,0.3523896158421384,0.26758833129951887,0.43719090038475794
01,115,,4889,20913,0.233778032802563,0.1893326772300356,0.2782233883750904
01,117,,9150,52298,0.17495888944127883,0.15132971070487639,0.19858806817768127
01,119,,1264,2293,0.55124291321413,0.46758386573920907,0.6349019606890509
01,121,,5801,16516,0.3512351658997336,0.3056483016406985,0.39682203015876866
01,123,,3262,8142,0.400638663718988,0.3206979635710769,0.4805793638668991
01,125,,14633,48406,0.3022972358798496,0.2714789009915159,0.33311557076818327
01,127,,4197,14829,0.28302650212421604,0.23800884118962942,0.32804416305880263
01,129,,881,3029,0.290855067679102,0.18368580485915043,0.3980243304990536
01,131,,1541,2247,0.6858032932799288,0.5592330726894374,0.8123735138704202
01,133,,1123,4867,0.23073762071091022,0.1616330843050639,0.29984215711675655
02,000,,37424,176529,0.21199916161084015,0.19882698590389034,0.22517133731778996
02,013,,89,488,0.18237704918032788,0.1208095776657804,0.24394452069487535
02,016,,51,481,0.10602910602910603,0.048060540505840965,0.1639976715523711
02,020,,16131,67663,0.2384020809009355,0.21017341280566018,0.26663074899621086
02,050,,1760,6356,0.27690371302706107,0.2365698164053672,0.3172376096487549
02,060,,13,137,0.0948905109489051,0.03697133493737394,0.1528096869604363
02,063,,236,1433,0.16468946266573622,0.07391153934863527,0.2554673859828372
02,066,,220,690,0.3188405797101449,0.14841659581070923,0.4892645636095806
02,068,,11,288,0.03819444444444445,0,0.10175157587415645
02,070,,484,1458,0.3319615912208505,0.25500245484348694,0.4089207275982141
02,090,,3611,22542,0.16018986780232455,0.1246832799624949,0.1956964556421542
02,100,,35,462,0.07575757575757576,7.021843238743108e-4,0.1508129671912772
02,105,,75,394,0.19035532994923857,0.09997704526435651,0.2807336146341206
02,110,,1124,6438,0.17458838148493322,0.11710121651457682,0.2320755464552896
02,122,,2613,13258,0.19708855030924724,0.16035902586169268,0.2338180747568018
02,130,,567,2761,0.20536037667511772,0.14256334801298426,0.2681574053372512
02,150,,399,3024,0.13194444444444445,0.046326650089523275,0.21756223879936562
02,158,,1086,3442,0.315514235909355,0.24696410844559058,0.38406436337311944
02,164,,45,235,0.19148936170212766,0.11342670202447347,0.26955202137978185
02,170,,4500,28948,0.15545115379300814,0.13495351314396403,0.17594879444205225
02,180,,965,3320,0.29066265060240964,0.24570692321961832,0.33561837798520094
02,185,,1019,2778,0.3668106551475882,0.27549128920945,0.4581300210857264
02,188,,828,2772,0.2987012987012987,0.25162760123174593,0.34577499617085145
02,195,,77,633,0.12164296998420221,0.07096922579285475,0.17231671417554967
02,198,,229,1206,0.18988391376451078,0.140991182313952,0.23877664521506956
02,220,,417,1583,0.2634238787113076,0.1772793921061189,0.3495683653164964
02,230,,7,205,0.03414634146341464,0,0.10804035544601723
02,240,,235,1703,0.13799177921315325,0.06328950650989744,0.21269405191640905
02,275,,117,406,0.2881773399014778,0.15951567821887522,0.4168390015840804
02,282,,5,58,0.08620689655172414,0,0.19214176202191785
02,290,,475,1367,0.3474762253108998,0.2566106292027052,0.43834182141909434
04,000,,396652,1590601,0.2493724070335678,0.24321520184058823,0.2555296122265474
04,001,,7053,16906,0.41718916361055247,0.37252044229830195,0.461857884922803
04,003,,7109,25793,0.27561741557786995,0.24068850553223223,0.3105463256235077
04,005,,7932,28126,0.28201663940837657,0.24118142190088993,0.3228518569158632
04,007,,2447,9869,0.2479481203769379,0.1760245754676359,0.3198716652862399
04,009,,2646,10117,0.2615399822081645,0.20663740885765752,0.31644255555867146
04,011,,769,2396,0.3209515859766277,0.18179816991199452,0.4601050020412609
04,012,,970,2487,0.3900281463610776,0.2764708921842673,0.5035854005378878
04,013,,244214,1021950,0.23896863838739665,0.23077044563379176,0.24716683114100155
04,015,,10131,35574,0.2847866419294991,0.24621397447324495,0.32335930938575325
04,017,,8394,27304,0.3074274831526516,0.27229233250168877,0.34256263380361446
04,019,,56940,207041,0.2750179916055274,0.2566287250065365,0.29340725820451835
04,021,,21199,100780,0.21034927564993053,0.18737034110430784,0.23332821019555322
04,023,,4201,12602,0.33335978416124423,0.2680085801922186,0.39871098813026984
04,025,,8083,37677,0.2145340658757332,0.17681853750001467,0.2522495942514517
04,027,,14564,51979,0.28019007676176916,0.24474515646443393,0.3156349970591044
05,000,,193871,702992,0.27577980972756444,0.26767588131468295,0.28388373814044593
05,001,,1268,3810,0.33280839895013126,0.27351446029914356,0.39210233760111896
05,003,,1018,4122,0.24696749150897623,0.16543814766652076,0.3284968353514317
05,005,,1671,7501,0.22277029729369419,0.15073451456349468,0.2948060800238937
05,007,,14012,77166,0.18158256226835653,0.15644439129343968,0.2067207332432734
