statecode,countycode,v052_rawvalue,v052_numerator,v052_denominator,v052_flag_CT
00,000,0.21502604320446125,73132720,340110988,
01,000,0.22003164589480698,1134857,5157699,
01,001,0.23324222308993883,14336,61464,
01,003,0.207371334209963,54250,261608,
01,005,0.20371130634699072,4962,24358,
01,007,0.19925420073681374,4435,22258,
01,009,0.22806376011834517,13721,60163,
01,011,0.2021007978992021,2001,9901,
01,013,0.22069456617002628,4029,18256,
01,015,0.21391086260059952,24905,116427,
01,017,0.20977138970218556,7093,33813,
01,019,0.18149820185171014,4744,26138,
01,021,0.24245694215225763,11459,47262,
01,023,0.18992698307334882,2289,12052,
01,025,0.2201698130250203,4875,22142,
01,027,0.2106889528759042,3000,14239,
01,029,0.23049355548569633,3666,15905,
01,031,0.24092409240924093,13578,56358,
01,033,0.2140341923960194,12582,58785,
01,035,0.2028985507246377,2254,11109,
01,037,0.15984841123311633,1645,10291,
01,039,0.2230846667373106,8421,37748,
01,041,0.2283818819582126,2995,13114,
01,043,0.2225713792060818,20611,92604,
01,045,0.23336728783430202,11684,50067,
01,047,0.22979321986214657,8168,35545,
01,049,0.23493613413199857,17179,73122,
01,051,0.21200105445838185,19301,91042,
01,053,0.22536172536172536,8255,36630,
01,055,0.220014146327284,22707,103207,
01,057,0.21181365441593644,3360,15863,
01,059,0.2513961222312857,8013,31874,
01,061,0.21743277449649656,5927,27259,
01,063,0.213975024554511,1525,7127,
01,065,0.24735379730087326,3739,15116,
01,067,0.2056115980375944,3730,18141,
01,069,0.2266517930618291,24788,109366,
01,071,0.20840461137969504,11208,53780,
01,073,0.22670832681453312,150703,664744,
01,075,0.21841541755888652,2958,13543,
01,077,0.190652499435909,18589,97502,
01,079,0.21628385021002772,7260,33567,
01,081,0.20403306946610805,38327,187847,
01,083,0.2191572363000454,26067,118942,
01,085,0.21897733263046917,2077,9485,
01,087,0.16245387961892174,2950,18159,
01,089,0.21331034238405122,90306,423355,
01,091,0.2216400172860847,4103,18512,
01,093,0.20959656242539987,6146,29323,
01,095,0.2618348408316692,26748,102156,
01,097,0.22935739767521385,94573,412339,
01,099,0.20800755627853282,3964,19057,
01,101,0.2405995732511709,54350,225894,
01,103,0.23190888613939914,29240,126084,
01,105,0.2137582588418189,1650,7719,
01,107,0.1873244002593473,3467,18508,
01,109,0.19674556213017752,6517,33124,
01,111,0.20817618242510946,4802,23067,
01,113,0.24214354912724986,14247,58837,
01,115,0.21823640471695194,21153,96927,
01,117,0.22174522924621454,52325,235969,
01,119,0.19290083570259325,2239,11607,
01,121,0.20318279569892472,16534,81375,
01,123,0.19740042752893192,8034,40699,
01,125,0.20142861880835117,48587,241212,
01,127,0.2339564817652467,15268,65260,
01,129,0.2135437475029964,3207,15018,
01,131,0.21743537759756715,2145,9865,
01,133,0.2047006577569232,4886,23869,
02,000,0.23637238172058264,174947,740133,
02,013,0.053138766519823785,193,3632,
02,016,0.08738938053097345,474,5424,
02,020,0.23128798342541437,66981,289600,
02,050,0.35422492734550637,6460,18237,
02,060,0.20588235294117646,182,884,
02,063,0.21032707450030286,1389,6604,
02,066,0.24401368301026224,642,2631,
02,068,0.18877236273904996,306,1621,
02,070,0.3095648427401982,1437,4642,
02,090,0.23303598698275954,22127,94951,
02,100,0.17157794676806085,361,2104,
02,105,0.1647923875432526,381,2312,
02,110,0.19881540605599898,6277,31572,
02,122,0.2149724938376402,13169,61259,
02,130,0.1915624771514221,2620,13677,
02,150,0.23138928402086298,2928,12654,
02,158,0.41542914674049836,3301,7946,
02,164,0.2737642585551331,360,1315,
02,170,0.2502104359211992,29428,117613,
