statecode,countycode,v136_numerator,v136_denominator,v136_rawvalue,v136_flag_CT,v136_cilow,v136_cihigh
02,060,30,285,0.10526315789473684,,0,0.21255564774576757
02,063,320,2755,0.1161524500907441,,0.06152403571878943,0.17078086446269877
02,066,175,1090,0.16055045871559634,,0.10208376556932196,0.2190171518618707
02,068,145,525,0.2761904761904762,,0.17579792083101123,0.3765830315499412
02,070,605,1385,0.4368231046931408,,0.11144297823362664,0.762203231152655
02,090,6830,35825,0.190648988136776,,0.16563700921706517,0.21566096705648682
02,100,235,785,0.29936305732484075,,0.16440291996549192,0.43432319468418956
02,105,175,865,0.2023121387283237,,0.1439036742095051,0.26072060324714236
02,110,1775,13015,0.13638109873223203,,0.10804001515722611,0.16472218230723795
02,122,3965,23200,0.1709051724137931,,0.15158975346954046,0.19022059135804575
02,130,980,5570,0.17594254937163376,,0.14738931790750306,0.20449578083576445
02,150,995,4415,0.22536806342015855,,0.16725389623210865,0.28348223060820843
02,158,1135,1865,0.6085790884718498,,0.5491688942932502,0.6679892826504494
02,164,100,325,0.3076923076923077,,0.21458267066971387,0.40080194471490155
02,170,7425,39290,0.18897938406719267,,0.17519939044120275,0.20275937769318259
02,180,1460,2785,0.5242369838420108,,0.4886516168731981,0.5598223508108235
02,185,850,2170,0.391705069124424,,0.3046797856541847,0.4787303525946633
02,188,850,1775,0.4788732394366197,,0.43457078006978833,0.523175698803451
02,195,160,1255,0.12749003984063745,,0.08066495041031718,0.17431512927095771
02,198,440,2335,0.18843683083511778,,0.1474083385590898,0.22946532311114576
02,220,475,3460,0.13728323699421965,,0.10574504681037335,0.16882142717806597
02,230,30,410,0.07317073170731707,,0.03870244760027718,0.10763901581435695
02,240,515,2190,0.23515981735159816,,0.17155607567849196,0.29876355902470436
02,275,65,930,0.06989247311827956,,0.04181245481208086,0.09797249142447827
02,282,40,230,0.17391304347826086,,0.06436440390377297,0.28346168305274877
02,290,1080,2080,0.5192307692307693,,0.45464100968355897,0.5838205287779796
04,000,471155,2739135,0.1720086815728323,,0.1696925062335753,0.17432485691208932
04,001,5365,19785,0.27116502400808695,,0.25023238632536793,0.292097661690806
04,003,6030,49680,0.1213768115942029,,0.10777459970860379,0.134979023479802
04,005,12765,51995,0.24550437542071352,,0.22526971697096482,0.2657390338704622
04,007,4235,22715,0.1864406779661017,,0.16349833363620464,0.20938302229599876
04,009,1860,12020,0.15474209650582363,,0.1261834078054564,0.18330078520619086
04,011,270,3305,0.08169440242057488,,0.0413773924020791,0.12201141243907065
04,012,1780,8910,0.19977553310886645,,0.16030485378561043,0.23924621243212246
04,013,287280,1665560,0.17248252839885683,,0.16911575159053574,0.17584930520717793
04,015,14660,95170,0.1540401386991699,,0.1419865527810615,0.1660937246172783
04,017,8470,37565,0.22547584187408493,,0.20831749825366672,0.24263418549450314
04,019,71910,423075,0.16996986349937954,,0.16439324716332815,0.17554647983543092
04,021,20700,151490,0.13664268268532576,,0.12696811917147882,0.1463172461991727
