statecode,countycode,v069_flag_CT,v069_numerator,v069_denominator,v069_rawvalue,v069_cilow,v069_cihigh
00,000,,61249701,90043832,0.680220950614363,0.6789197614385982,0.6815221397901279
01,000,,799011,1287469,0.6206060107078306,0.6138246122004208,0.6273874092152404
01,001,,9711,15816,0.6139984825493171,0.5563826307813196,0.6716143343173147
01,003,,37472,57170,0.6554486618856044,0.6168622750633593,0.6940350487078494
01,005,,2824,6488,0.4352651048088779,0.3720613701608016,0.49846883945695425
01,007,,2764,6084,0.4543063773833005,0.3809385865762134,0.5276741681903876
01,009,,7401,14167,0.5224112373826498,0.47001528157660405,0.5748071931886956
01,011,,945,2632,0.35904255319148937,0.26271850490271564,0.4553666014802631
01,013,,1694,4318,0.3923112552107457,0.32164632420803807,0.4629761862134534
01,015,,15254,28620,0.5329839273235499,0.49031959320015167,0.5756482614469481
01,017,,4452,8143,0.5467272503991158,0.47340065681094057,0.6200538439872911
01,019,,2934,5598,0.5241157556270096,0.4423497940934898,0.6058817171605295
01,021,,5497,11628,0.47273821809425526,0.4127231493342466,0.5327532868542639
01,023,,1295,2502,0.517585931254996,0.42308100758849354,0.6120908549214984
01,025,,2027,5157,0.393057979445414,0.32772286033137094,0.45839309855945704
01,027,,1818,3196,0.5688360450563203,0.46240270552538754,0.6752693845872532
01,029,,1899,3721,0.5103466809997312,0.39284206176714614,0.6278513002323164
01,031,,8811,14162,0.6221578873040531,0.5712171989233237,0.6730985756847825
01,033,,8687,14035,0.6189526184538653,0.5467624974074672,0.6911427395002634
01,035,,894,2287,0.3909051158723218,0.2961658736965041,0.4856443580481395
01,037,,918,2013,0.45603576751117736,0.32970317979847974,0.582368355223875
01,039,,4403,8389,0.5248539754440339,0.471709633611182,0.5779983172768858
01,041,,1590,3075,0.5170731707317073,0.42330888264845457,0.6108374588149601
01,043,,12627,22301,0.5662077933724945,0.516484923513629,0.61593066323136
01,045,,7707,12838,0.6003271537622683,0.5480935315867409,0.6525607759377957
01,047,,4337,8298,0.5226560617016148,0.43238517491776934,0.6129269484854603
01,049,,8588,17372,0.49435873819940135,0.4490390151924774,0.5396784612063253
01,051,,13181,24272,0.5430537244561635,0.4973017082980794,0.5888057406142476
01,053,,3914,9606,0.4074536747865917,0.34837456468055866,0.4665327848926248
01,055,,12823,24629,0.5206463924641682,0.4792634278424331,0.5620293570859034
01,057,,1823,3671,0.49659493326069193,0.40490629062316846,0.5882835758982154
01,059,,3320,8071,0.41134927518275305,0.35172731303622246,0.47097123732928364
