statecode,countycode,v161_numerator,v161_denominator,v161_rawvalue,v161_otherdata1,v161_cilow,v161_cihigh,v161_sourceflag,v161_flag_CT
12,077,,,,,,,,
12,079,17,92076,18.49710023931467,18.46300881880186,10.572690998242301,30.038131942497323,,
12,081,360,2152494,14.356416903175695,16.72478529556877,12.700707984321154,16.012125822030235,,
12,083,456,1994707,20.487747903084,22.860500314081214,18.40245941845881,22.573036387709188,,
12,085,163,813017,15.958379442911854,20.048781267796368,13.095584488010928,18.82117439781278,,
12,086,1235,13569245,8.268694858049338,9.10146437771593,7.79667439992976,8.740715316168917,,
12,087,115,399300,23.310039293387405,28.800400701227147,18.628040367489213,27.992038219285597,,
12,089,90,489078,17.338730480315927,18.401972691472526,13.727236203733254,21.60923152114984,,
12,091,222,1081504,20.12709158381266,20.526969849394916,17.40908785264873,22.84509531497659,,
12,093,51,206771,23.047356195567513,24.664967524459428,16.87356139150079,30.741943383837842,,
12,095,747,7284930,9.822193592797893,10.254044994255263,9.111170738732175,10.53321644686361,,
12,097,183,2116984,8.348715584986302,8.644373316000499,7.129618370773697,9.567812799198906,,
12,099,1113,7639920,12.692648379356593,14.568215373982973,11.8897738572247,13.495522901488485,,
12,101,548,3055383,16.170664197030227,17.935558324439196,14.746966632629332,17.594361761431124,,
12,103,938,4822622,17.425626621832794,19.45000043544777,16.202908428444623,18.648344815220966,,
12,105,568,3956684,13.365689520899036,14.355455224627491,12.232152397823603,14.499226643974469,,
12,107,93,376969,25.122419503200454,24.670463619024375,19.92051623713371,31.267025720945906,,
12,109,214,1533060,13.218240492977834,13.95901008440635,11.349872907203295,15.086608078752374,,
12,111,293,1803725,14.082691901548795,16.24416138823823,12.343778715629801,15.82160508746779,,
12,113,225,992220,21.829444094727144,22.676422567575738,18.89862030378981,24.76026788566448,,
12,115,476,2298425,18.61633706039644,20.709833908002217,16.59586807493588,20.636806045857,,
12,117,327,2401912,12.561807544556943,13.614154057267712,11.175537833887267,13.94807725522662,,
12,119,114,725884,15.577265176280617,15.704988675876587,11.352102073122687,19.802428279438548,,
12,121,47,228413,19.56491733399709,20.57676226834725,14.100671508662161,26.446084523892537,,
12,123,22,108123,18.753080341645422,20.347197173589336,11.454868664018251,28.962611621598093,,
12,125,20,78247,25.383035105690592,25.56008537068514,15.282245266188513,39.638753569650646,,
12,127,579,2898230,18.016082122851827,19.97771053367055,16.420414435479657,19.611749810223998,,
12,129,38,177751,19.03036744825453,21.37822009440172,13.328635402115328,26.34605010688439,,
12,131,80,416041,16.96987740095974,19.228874077314497,13.253615041454223,21.405191268520756,,
12,133,29,128887,20.00985388398178,22.500329746211797,13.186619795164514,29.113286843223896,,
13,000,8107,54632564,14.527377751199722,14.839135135594223,14.206485847359133,14.848269655040312,,
13,001,11,92367,12.126502590035672,11.909015124449208,5.815129344387775,22.301070017520676,,
13,003,,,,,,,,
13,005,13,55475,23.24829172379805,23.433979269941418,12.012731581907909,40.610087016101765,,
13,007,,,,,,,,
13,009,34,219555,14.690093951966972,15.48586914440573,9.911344701486692,20.971022543932254,,
13,011,12,97349,10.737687090899815,12.32678301780193,5.36021470812179,19.212688260625036,,
13,013,65,450631,14.116196774373893,14.424218484746943,10.847273190849178,18.06074776977226,,
13,015,94,565634,16.444314094733944,16.618520103105542,13.239935926650436,20.18997374167354,,
13,017,20,84914,23.981674656323182,23.553242103775585,14.438534732582243,37.450355638377395,,
13,019,16,93005,19.053013171808267,17.203376162571903,10.663826838022464,31.425047735455948,,
13,021,125,779264,16.1363746913169,16.04077693823916,13.2392237005782,19.033525682055597,,
13,023,15,62910,24.69456137634352,23.84358607534573,13.500746498454218,41.43327789287312,,
13,025,21,92682,22.12885023494873,22.658121318055287,13.516876614886094,34.176214430439295,,
13,027,,,,,,,,
13,029,50,236762,21.857823734019664,21.11825377383195,16.22329807946074,28.816815650260914,,
13,031,48,416121,10.241266612645564,11.535106375309105,7.381004165379819,13.843217318333059,,
